,DateTime,Platinum,Gold,Silver,Palladium,Rhodium,Iridium,Ruthenium
498,2020-01-02,991.0,1526.0,20.03,1942.0,6252.0,1498.0,251.0
499,2020-01-03,1000.0,1549.0,17.25,1968.0,6350.0,1501.0,255.0
500,2020-01-06,965.0,1563.0,15.08,2028.0,6947.0,1501.0,257.0
501,2020-01-07,962.0,1571.0,15.23,2042.0,7848.0,1499.0,252.0
502,2020-01-08,967.0,1572.0,17.28,2097.0,8148.0,1499.0,253.0
503,2020-01-09,972.0,1554.0,15.92,2127.0,8150.0,1502.0,254.0
504,2020-01-10,976.0,1556.0,17.05,2120.0,7949.0,1500.0,253.0
505,2020-01-13,977.0,1554.0,16.0,2132.0,7948.0,1502.0,257.0
506,2020-01-14,977.0,1544.0,14.81,2152.0,7950.0,1501.0,255.0
507,2020-01-15,1029.0,1554.0,16.95,2257.0,8251.0,1501.0,254.0
508,2020-01-16,1004.0,1553.0,18.0,2283.0,8649.0,1510.0,258.0
509,2020-01-17,1024.0,1557.0,20.08,2530.0,9449.0,1511.0,257.0
510,2020-01-20,1029.0,1566.0,19.09,2527.0,9549.0,1507.0,257.0
511,2020-01-21,999.0,1559.0,14.72,2413.0,10152.0,1509.0,259.0
512,2020-01-22,1011.0,1558.0,15.85,2434.0,10150.0,1510.0,259.0
513,2020-01-23,1008.0,1558.0,18.77,2436.0,10148.0,1508.0,257.0
514,2020-01-24,1020.0,1575.0,20.05,2398.0,10449.0,1509.0,261.0
515,2020-01-27,997.0,1586.0,18.24,2352.0,10451.0,1512.0,257.0
516,2020-01-28,994.0,1582.0,15.7,2269.0,10447.0,1509.0,259.0
517,2020-01-29,999.0,1575.0,18.55,2309.0,10451.0,1511.0,260.0
518,2020-01-30,981.0,1585.0,19.83,2292.0,10448.0,1510.0,259.0
519,2020-01-31,977.0,1584.0,16.85,2292.0,10748.0,1507.0,257.0
520,2020-02-03,978.0,1583.0,15.79,2320.0,10750.0,1508.0,258.0
521,2020-02-04,971.0,1567.0,18.66,2403.0,10952.0,1517.0,259.0
522,2020-02-05,984.0,1558.0,14.63,2448.0,10949.0,1519.0,259.0
523,2020-02-06,976.0,1571.0,15.82,2411.0,10950.0,1521.0,258.0
524,2020-02-07,976.0,1570.0,19.82,2352.0,10849.0,1522.0,259.0
525,2020-02-10,964.0,1575.0,18.74,2372.0,10849.0,1520.0,258.0
526,2020-02-11,973.0,1574.0,19.8,2371.0,10849.0,1520.0,261.0
527,2020-02-12,965.0,1569.0,17.52,2367.0,10948.0,1520.0,257.0
528,2020-02-13,976.0,1578.0,14.7,2423.0,11252.0,1520.0,259.0
529,2020-02-14,980.0,1579.0,16.71,2466.0,11549.0,1517.0,259.0
530,2020-02-17,972.0,1584.0,16.88,2456.0,11847.0,1520.0,261.0
531,2020-02-18,993.0,1602.0,16.2,2593.0,12501.0,1517.0,266.0
532,2020-02-19,1008.0,1610.0,17.25,2725.0,12802.0,1517.0,267.0
533,2020-02-20,992.0,1620.0,19.4,2715.0,12952.0,1518.0,266.0
534,2020-02-21,982.0,1643.0,18.6,2702.0,12947.0,1522.0,263.0
535,2020-02-24,972.0,1677.0,20.75,2640.0,12949.0,1518.0,266.0
536,2020-02-25,959.0,1657.0,20.38,2702.0,13098.0,1520.0,265.0
537,2020-02-26,927.0,1648.0,16.16,2733.0,13099.0,1519.0,264.0
538,2020-02-27,921.0,1654.0,20.05,2781.0,13201.0,1518.0,262.0
539,2020-02-28,869.0,1612.0,16.8,2599.0,13000.0,1519.0,263.0
540,2020-03-02,871.0,1602.0,13.72,2616.0,12500.0,1518.0,263.0
541,2020-03-03,876.0,1623.0,14.06,2537.0,12199.0,1521.0,266.0
542,2020-03-04,885.0,1639.0,18.25,2486.0,12202.0,1522.0,264.0
543,2020-03-05,874.0,1655.0,18.35,2502.0,12200.0,1520.0,264.0
544,2020-03-06,900.0,1672.0,14.2,2560.0,13451.0,1521.0,266.0
545,2020-03-09,873.0,1685.0,14.9,2522.0,14149.0,1518.0,266.0
546,2020-03-10,881.0,1655.0,16.95,2462.0,14149.0,1531.0,263.0
547,2020-03-11,879.0,1660.0,15.9,2378.0,14147.0,1529.0,265.0
548,2020-03-12,782.0,1580.0,12.57,1902.0,13649.0,1531.0,267.0
549,2020-03-13,772.0,1543.0,12.8,1773.0,12847.0,1530.0,265.0
550,2020-03-16,699.0,1487.0,9.95,1629.0,10951.0,1531.0,265.0
551,2020-03-17,696.0,1536.0,12.7,1759.0,8952.0,1530.0,267.0
552,2020-03-18,635.0,1504.0,10.2,1626.0,7948.0,1510.0,263.0
553,2020-03-19,614.0,1488.0,9.1,1731.0,5948.0,1509.0,266.0
554,2020-03-20,641.0,1506.0,9.62,1674.0,5948.0,1510.0,264.0
555,2020-03-23,642.0,1526.0,10.95,1675.0,5951.0,1509.0,263.0
556,2020-03-24,696.0,1610.0,14.9,1953.0,6451.0,1512.0,265.0
557,2020-03-25,728.0,1619.0,14.2,2374.0,9452.0,1509.0,264.0
558,2020-03-26,748.0,1645.0,13.65,2329.0,10950.0,1509.0,265.0
559,2020-03-27,749.0,1620.0,13.35,2352.0,11448.0,1511.0,264.0
560,2020-03-30,736.0,1624.0,14.0,2276.0,11949.0,1508.0,284.0
561,2020-03-31,736.0,1612.0,16.1,2390.0,11952.0,1517.0,283.0
562,2020-04-01,720.0,1589.0,11.07,2257.0,10950.0,1521.0,287.0
563,2020-04-02,730.0,1607.0,12.4,2201.0,10447.0,1519.0,282.0
564,2020-04-03,735.0,1621.0,13.5,2217.0,9449.0,1542.0,283.0
565,2020-04-06,739.0,1640.0,15.5,2160.0,8450.0,1540.0,282.0
566,2020-04-07,748.0,1653.0,17.25,2241.0,7822.0,1541.0,297.0
567,2020-04-08,749.0,1657.0,16.1,2220.0,7773.0,1542.0,293.0
568,2020-04-09,746.0,1657.0,17.11,2212.0,7826.0,1537.0,295.0
569,2020-04-14,797.0,1741.0,15.75,2277.0,8049.0,1548.0,293.0
570,2020-04-15,784.0,1727.0,17.52,2181.0,9450.0,1549.0,296.0
571,2020-04-16,801.0,1731.0,13.52,2222.0,10947.0,1551.0,296.0
572,2020-04-17,790.0,1697.0,15.2,2182.0,10448.0,1551.0,292.0
573,2020-04-20,788.0,1687.0,16.26,2217.0,10447.0,1579.0,305.0
574,2020-04-21,752.0,1686.0,15.74,1972.0,9951.0,1602.0,307.0
575,2020-04-22,770.0,1707.0,17.02,1992.0,9248.0,1601.0,303.0
576,2020-04-23,780.0,1737.0,17.4,2050.0,9251.0,1597.0,316.0
577,2020-04-24,778.0,1736.0,13.3,2042.0,9247.0,1598.0,313.0
578,2020-04-27,768.0,1720.0,12.25,1976.0,8947.0,1600.0,315.0
579,2020-04-28,782.0,1714.0,17.22,1907.0,8648.0,1602.0,316.0
580,2020-04-29,787.0,1706.0,16.28,1950.0,8650.0,1597.0,317.0
581,2020-04-30,788.0,1718.0,13.33,2012.0,8649.0,1600.0,316.0
582,2020-05-04,768.0,1710.0,12.85,1912.0,8652.0,1597.0,312.0
583,2020-05-05,778.0,1698.0,15.88,1802.0,7597.0,1597.0,313.0
584,2020-05-06,761.0,1696.0,14.92,1785.0,7598.0,1601.0,316.0
585,2020-05-07,768.0,1694.0,15.98,1842.0,7599.0,1597.0,315.0
586,2020-05-08,773.0,1723.0,14.47,1889.0,7652.0,1619.0,314.0
587,2020-05-11,766.0,1710.0,12.5,1874.0,8447.0,1618.0,313.0
588,2020-05-12,782.0,1706.0,16.52,1849.0,8451.0,1621.0,312.0
589,2020-05-13,775.0,1711.0,17.53,1849.0,8452.0,1622.0,314.0
590,2020-05-14,772.0,1718.0,14.51,1802.0,8450.0,1622.0,314.0
591,2020-05-15,784.0,1744.0,15.44,1842.0,8452.0,1619.0,313.0
592,2020-05-18,823.0,1751.0,14.1,2012.0,8447.0,1619.0,315.0
593,2020-05-19,838.0,1743.0,15.43,2062.0,9652.0,1632.0,316.0
594,2020-05-20,863.0,1756.0,15.55,2102.0,9948.0,1634.0,315.0
595,2020-05-22,844.0,1739.0,18.06,2044.0,9947.0,1632.0,303.0
596,2020-05-25,835.0,1730.0,19.0,1977.0,9451.0,1634.0,303.0
597,2020-05-26,847.0,1728.0,17.45,2001.0,9447.0,1636.0,306.0
598,2020-05-27,842.0,1705.0,14.1,1972.0,9848.0,1635.0,304.0
599,2020-05-28,846.0,1731.0,14.5,1948.0,10151.0,1649.0,307.0
600,2020-05-29,848.0,1734.0,15.65,1966.0,10147.0,1652.0,306.0
601,2020-06-02,862.0,1742.0,20.27,1977.0,9452.0,1651.0,296.0
602,2020-06-03,839.0,1702.0,18.56,1972.0,9148.0,1651.0,292.0
603,2020-06-04,843.0,1711.0,14.65,1854.0,9148.0,1648.0,294.0
604,2020-06-05,827.0,1687.0,18.3,1957.0,9351.0,1648.0,293.0
605,2020-06-08,845.0,1696.0,14.6,2000.0,9647.0,1651.0,293.0
606,2020-06-09,846.0,1720.0,17.72,1978.0,9649.0,1650.0,293.0
607,2020-06-10,838.0,1728.0,15.9,1958.0,9647.0,1650.0,292.0
608,2020-06-12,833.0,1734.0,14.6,1952.0,9649.0,1651.0,297.0
609,2020-06-15,815.0,1716.0,16.28,1919.0,9649.0,1651.0,292.0
610,2020-06-16,838.0,1731.0,14.55,1977.0,9650.0,1652.0,292.0
611,2020-06-17,832.0,1734.0,14.5,1943.0,9652.0,1649.0,292.0
612,2020-06-18,822.0,1730.0,14.55,1923.0,9347.0,1647.0,294.0
613,2020-06-19,831.0,1741.0,14.8,1931.0,9152.0,1649.0,293.0
614,2020-06-22,834.0,1757.0,16.0,1934.0,9150.0,1649.0,294.0
615,2020-06-23,832.0,1768.0,19.96,1941.0,8948.0,1652.0,296.0
616,2020-06-24,812.0,1771.0,16.65,1929.0,8950.0,1648.0,292.0
617,2020-06-25,803.0,1767.0,19.73,1867.0,8949.0,1649.0,294.0
618,2020-06-26,809.0,1757.0,19.65,1867.0,8952.0,1649.0,294.0
619,2020-06-29,822.0,1780.0,15.9,1899.0,8948.0,1652.0,296.0
620,2020-06-30,826.0,1770.0,18.82,1912.0,8948.0,1648.0,295.0
621,2020-07-01,824.0,1781.0,19.15,1931.0,8952.0,1652.0,295.0
622,2020-07-02,829.0,1771.0,19.9,1926.0,8952.0,1649.0,293.0
623,2020-07-03,822.0,1776.0,19.98,1915.0,8950.0,1652.0,297.0
624,2020-07-06,838.0,1788.0,19.38,1934.0,8950.0,1649.0,293.0
625,2020-07-07,839.0,1798.0,17.35,1939.0,8952.0,1651.0,297.0
626,2020-07-08,859.0,1819.0,20.67,1951.0,8952.0,1647.0,292.0
627,2020-07-09,866.0,1818.0,19.95,1982.0,8948.0,1648.0,295.0
628,2020-07-10,850.0,1811.0,15.77,1949.0,8952.0,1649.0,296.0
629,2020-07-13,853.0,1812.0,16.23,2058.0,8948.0,1652.0,294.0
630,2020-07-14,837.0,1803.0,17.07,1977.0,8948.0,1649.0,297.0
631,2020-07-15,838.0,1814.0,17.3,1979.0,8947.0,1652.0,296.0
632,2020-07-16,832.0,1811.0,18.24,2003.0,8950.0,1649.0,294.0
633,2020-07-17,840.0,1811.0,16.2,2037.0,8948.0,1650.0,295.0
634,2020-07-20,852.0,1821.0,19.65,2043.0,8952.0,1648.0,294.0
635,2020-07-21,888.0,1844.0,18.17,2167.0,8949.0,1650.0,295.0
636,2020-07-22,906.0,1855.0,19.25,2147.0,8947.0,1647.0,292.0
637,2020-07-23,918.0,1884.0,19.82,2157.0,8951.0,1650.0,293.0
638,2020-07-24,942.0,1910.0,21.82,2221.0,8952.0,1650.0,294.0
639,2020-07-27,956.0,1945.0,22.3,2330.0,8951.0,1650.0,293.0
640,2020-07-28,951.0,1944.0,25.85,2300.0,8950.0,1651.0,293.0
641,2020-07-29,943.0,1960.0,24.15,2162.0,8950.0,1648.0,294.0
642,2020-07-30,911.0,1961.0,23.4,2059.0,9148.0,1652.0,294.0
643,2020-07-31,916.0,1964.0,24.8,2088.0,9151.0,1647.0,296.0
644,2020-08-03,932.0,1967.0,22.2,2135.0,9150.0,1652.0,297.0
645,2020-08-04,940.0,1990.0,24.65,2118.0,9148.0,1647.0,294.0
646,2020-08-05,975.0,2048.0,28.05,2199.0,9149.0,1649.0,296.0
647,2020-08-06,988.0,2063.0,30.1,2240.0,9447.0,1650.0,297.0
648,2020-08-07,979.0,2053.0,29.25,2165.0,10448.0,1650.0,295.0
649,2020-08-10,1007.0,2052.0,30.25,2304.0,10947.0,1651.0,294.0
650,2020-08-11,957.0,1964.0,26.3,2145.0,10952.0,1649.0,294.0
651,2020-08-12,932.0,1943.0,25.7,2161.0,10952.0,1652.0,293.0
652,2020-08-13,952.0,1942.0,27.45,2191.0,11151.0,1651.0,292.0
653,2020-08-14,969.0,1955.0,23.86,2176.0,11351.0,1648.0,297.0
654,2020-08-17,959.0,1974.0,24.4,2199.0,11948.0,1649.0,294.0
655,2020-08-18,959.0,1997.0,25.85,2176.0,12150.0,1650.0,296.0
656,2020-08-19,955.0,1998.0,28.0,2181.0,12348.0,1651.0,295.0
657,2020-08-20,921.0,1932.0,27.95,2163.0,12549.0,1652.0,292.0
658,2020-08-21,907.0,1924.0,27.35,2177.0,12551.0,1648.0,296.0
659,2020-08-24,938.0,1954.0,27.87,2190.0,12551.0,1650.0,292.0
660,2020-08-25,932.0,1935.0,26.55,2162.0,12352.0,1649.0,293.0
661,2020-08-26,930.0,1932.0,27.6,2188.0,12350.0,1651.0,292.0
662,2020-08-27,933.0,1942.0,27.1,2207.0,12348.0,1652.0,293.0
663,2020-08-28,942.0,1964.0,28.65,2188.0,12347.0,1648.0,292.0
664,2020-08-31,943.0,1980.0,26.16,2268.0,12351.0,1650.0,292.0
665,2020-09-01,964.0,1989.0,26.85,2315.0,12498.0,1650.0,297.0
666,2020-09-02,925.0,1960.0,25.5,2261.0,12747.0,1648.0,294.0
667,2020-09-03,920.0,1938.0,24.4,2377.0,13149.0,1652.0,292.0
668,2020-09-04,918.0,1946.0,23.9,2286.0,13451.0,1652.0,294.0
669,2020-09-07,908.0,1936.0,26.85,2310.0,13448.0,1649.0,293.0
670,2020-09-08,921.0,1922.0,26.35,2292.0,13451.0,1649.0,293.0
671,2020-09-09,927.0,1945.0,25.85,2287.0,13447.0,1650.0,296.0
672,2020-09-10,936.0,1964.0,25.37,2328.0,13448.0,1647.0,293.0
673,2020-09-11,943.0,1957.0,24.95,2343.0,13647.0,1651.0,293.0
674,2020-09-14,951.0,1949.0,28.95,2331.0,13948.0,1651.0,295.0
675,2020-09-15,966.0,1956.0,29.15,2343.0,14748.0,1650.0,297.0
676,2020-09-16,985.0,1973.0,26.5,2418.0,14599.0,1648.0,292.0
677,2020-09-17,943.0,1939.0,27.5,2347.0,14449.0,1647.0,296.0
678,2020-09-18,938.0,1958.0,26.95,2334.0,14452.0,1650.0,296.0
679,2020-09-21,891.0,1907.0,21.9,2289.0,14349.0,1651.0,294.0
680,2020-09-22,889.0,1918.0,22.55,2277.0,14152.0,1649.0,297.0
681,2020-09-23,860.0,1877.0,22.2,2242.0,14151.0,1648.0,296.0
682,2020-09-24,842.0,1863.0,19.05,2227.0,13997.0,1651.0,294.0
683,2020-09-25,847.0,1864.0,24.75,2216.0,14000.0,1652.0,296.0
684,2020-09-28,876.0,1877.0,25.5,2255.0,13802.0,1647.0,292.0
685,2020-09-29,888.0,1887.0,23.0,2282.0,13949.0,1647.0,293.0
686,2020-09-30,893.0,1898.0,23.1,2342.0,14100.0,1652.0,293.0
687,2020-10-01,899.0,1896.0,22.45,2337.0,14098.0,1649.0,293.0
688,2020-10-02,892.0,1914.0,25.1,2320.0,14099.0,1650.0,295.0
689,2020-10-05,899.0,1918.0,22.28,2362.0,14101.0,1650.0,294.0
690,2020-10-06,884.0,1924.0,23.4,2391.0,13648.0,1648.0,295.0
691,2020-10-07,876.0,1891.0,25.6,2385.0,13649.0,1647.0,292.0
692,2020-10-08,879.0,1903.0,25.1,2402.0,13150.0,1651.0,296.0
693,2020-10-09,899.0,1925.0,26.7,2460.0,13252.0,1647.0,295.0
694,2020-10-12,892.0,1932.0,22.2,2446.0,13552.0,1652.0,295.0
695,2020-10-13,867.0,1902.0,26.25,2340.0,14052.0,1650.0,297.0
696,2020-10-14,868.0,1909.0,21.55,2366.0,14049.0,1650.0,297.0
697,2020-10-15,866.0,1902.0,21.0,2349.0,14048.0,1651.0,294.0
698,2020-10-16,867.0,1912.0,26.47,2346.0,14047.0,1650.0,295.0
699,2020-10-19,877.0,1919.0,23.83,2345.0,14197.0,1649.0,293.0
700,2020-10-20,877.0,1907.0,23.67,2396.0,14648.0,1652.0,296.0
701,2020-10-21,893.0,1927.0,23.1,2414.0,14597.0,1649.0,296.0
702,2020-10-22,882.0,1911.0,21.6,2375.0,14602.0,1650.0,295.0
703,2020-10-23,910.0,1917.0,25.85,2401.0,14599.0,1647.0,297.0
704,2020-10-26,884.0,1911.0,22.4,2363.0,14502.0,1648.0,293.0
705,2020-10-27,891.0,1901.0,24.35,2347.0,14498.0,1651.0,295.0
706,2020-10-28,878.0,1885.0,22.25,2238.0,14151.0,1652.0,292.0
707,2020-10-29,863.0,1878.0,22.44,2213.0,13948.0,1650.0,297.0
708,2020-10-30,861.0,1895.0,23.78,2250.0,13752.0,1648.0,295.0
709,2020-11-02,861.0,1892.0,25.95,2218.0,13548.0,1650.0,295.0
710,2020-11-03,889.0,1912.0,26.35,2293.0,14051.0,1650.0,293.0
711,2020-11-04,878.0,1907.0,21.1,2294.0,14201.0,1667.0,296.0
712,2020-11-05,897.0,1932.0,22.0,2413.0,14352.0,1668.0,293.0
713,2020-11-06,903.0,1952.0,22.35,2447.0,14849.0,1667.0,294.0
714,2020-11-09,865.0,1870.0,23.15,2492.0,15002.0,1667.0,293.0
715,2020-11-10,875.0,1876.0,23.05,2487.0,14999.0,1671.0,296.0
716,2020-11-11,881.0,1871.0,23.9,2449.0,15000.0,1671.0,296.0
717,2020-11-12,882.0,1875.0,23.27,2356.0,15001.0,1671.0,297.0
718,2020-11-13,895.0,1895.0,21.65,2352.0,14901.0,1667.0,297.0
719,2020-11-16,917.0,1893.0,24.65,2314.0,14901.0,1667.0,295.0
720,2020-11-17,938.0,1898.0,22.7,2347.0,15050.0,1667.0,292.0
721,2020-11-18,945.0,1882.0,24.49,2346.0,15947.0,1672.0,295.0
722,2020-11-19,955.0,1862.0,20.9,2330.0,16149.0,1667.0,293.0
723,2020-11-20,965.0,1878.0,21.4,2340.0,16297.0,1667.0,295.0
724,2020-11-23,947.0,1837.0,24.55,2337.0,16301.0,1668.0,293.0
725,2020-11-24,958.0,1806.0,22.1,2357.0,16302.0,1670.0,294.0
726,2020-11-25,964.0,1818.0,24.35,2328.0,16299.0,1670.0,295.0
727,2020-11-26,974.0,1817.0,24.4,2377.0,16298.0,1669.0,295.0
728,2020-11-27,960.0,1784.0,20.6,2382.0,16302.0,1670.0,296.0
729,2020-11-30,976.0,1776.0,24.2,2416.0,16299.0,1667.0,292.0
730,2020-12-01,995.0,1821.0,24.7,2430.0,16300.0,1687.0,293.0
731,2020-12-02,1020.0,1828.0,24.75,2397.0,16299.0,1697.0,293.0
732,2020-12-03,1036.0,1839.0,22.05,2398.0,16302.0,1698.0,296.0
733,2020-12-04,1073.0,1845.0,25.15,2374.0,16651.0,1715.0,295.0
734,2020-12-07,1044.0,1860.0,23.4,2347.0,16502.0,1713.0,292.0
735,2020-12-08,1034.0,1875.0,24.65,2344.0,16502.0,1713.0,297.0
736,2020-12-09,1033.0,1858.0,21.3,2325.0,16501.0,1748.0,293.0
737,2020-12-10,1046.0,1851.0,26.2,2364.0,16498.0,1749.0,294.0
738,2020-12-11,1018.0,1842.0,25.0,2337.0,16498.0,1750.0,297.0
739,2020-12-14,1022.0,1838.0,24.1,2332.0,16602.0,1826.0,296.0
740,2020-12-15,1033.0,1852.0,23.45,2349.0,16749.0,1872.0,294.0
741,2020-12-16,1037.0,1861.0,24.93,2322.0,16752.0,1923.0,297.0
742,2020-12-17,1061.0,1892.0,26.0,2361.0,16948.0,2100.0,293.0
743,2020-12-18,1055.0,1886.0,23.9,2351.0,16950.0,2452.0,294.0
744,2020-12-21,1002.0,1888.0,26.15,2331.0,17049.0,2948.0,292.0
745,2020-12-22,1028.0,1890.0,24.05,2381.0,17047.0,3050.0,293.0
746,2020-12-23,1023.0,1872.0,26.5,2352.0,17052.0,3048.0,294.0
747,2020-12-28,1050.0,1889.0,23.65,2449.0,17051.0,3049.0,296.0
748,2020-12-29,1043.0,1880.0,23.12,2366.0,17051.0,3051.0,297.0
749,2020-12-30,1072.0,1887.0,24.35,2352.0,17347.0,3051.0,294.0
750,2021-01-04,1128.0,1943.0,25.5,2470.0,18147.0,3047.0,293.0
751,2021-01-05,1094.0,1953.0,28.5,2434.0,18647.0,3050.0,293.0
752,2021-01-06,1106.0,1939.0,24.35,2422.0,18948.0,3151.0,294.0
753,2021-01-07,1115.0,1923.0,24.2,2423.0,18947.0,3448.0,297.0
754,2021-01-08,1092.0,1872.0,23.05,2383.0,18949.0,3448.0,292.0
755,2021-01-11,1037.0,1846.0,23.05,2359.0,19451.0,3647.0,325.0
756,2021-01-12,1069.0,1855.0,23.35,2390.0,19948.0,3652.0,334.0
757,2021-01-13,1105.0,1863.0,25.45,2402.0,20952.0,3949.0,335.0
758,2021-01-14,1118.0,1854.0,23.4,2402.0,21102.0,3948.0,332.0
759,2021-01-15,1087.0,1840.0,23.8,2411.0,21950.0,3952.0,332.0
760,2021-01-18,1087.0,1832.0,23.85,2402.0,21947.0,3950.0,334.0
761,2021-01-19,1091.0,1841.0,26.1,2382.0,22448.0,4052.0,337.0
762,2021-01-20,1113.0,1869.0,25.7,2385.0,22148.0,4048.0,337.0
763,2021-01-21,1147.0,1862.0,27.75,2392.0,21199.0,4101.0,337.0
764,2021-01-22,1113.0,1852.0,26.4,2373.0,20700.0,4097.0,333.0
765,2021-01-25,1107.0,1860.0,23.4,2348.0,19698.0,4101.0,353.0
766,2021-01-26,1107.0,1865.0,22.55,2340.0,19701.0,4351.0,354.0
767,2021-01-27,1077.0,1838.0,23.85,2314.0,19700.0,4449.0,365.0
768,2021-01-28,1101.0,1865.0,27.65,2354.0,19698.0,4448.0,376.0
769,2021-01-29,1100.0,1869.0,26.35,2305.0,20702.0,4451.0,377.0
770,2021-02-01,1128.0,1864.0,26.45,2282.0,20697.0,4648.0,376.0
771,2021-02-02,1110.0,1837.0,27.0,2247.0,20697.0,4649.0,372.0
772,2021-02-03,1113.0,1845.0,28.1,2272.0,21851.0,4751.0,374.0
773,2021-02-04,1091.0,1803.0,25.2,2269.0,22451.0,4747.0,374.0
774,2021-02-05,1124.0,1813.0,26.7,2349.0,22448.0,4750.0,376.0
775,2021-02-08,1175.0,1839.0,29.55,2362.0,22449.0,4750.0,376.0
776,2021-02-09,1187.0,1842.0,25.45,2331.0,22347.0,4948.0,376.0
777,2021-02-10,1247.0,1853.0,27.5,2379.0,22449.0,4948.0,374.0
778,2021-02-11,1255.0,1848.0,28.25,2381.0,22650.0,5047.0,376.0
779,2021-02-12,1230.0,1821.0,24.25,2378.0,23048.0,5047.0,375.0
780,2021-02-15,1308.0,1824.0,28.7,2436.0,23048.0,5051.0,376.0
781,2021-02-16,1298.0,1813.0,29.45,2409.0,23449.0,5051.0,376.0
782,2021-02-17,1262.0,1786.0,24.15,2401.0,23447.0,5051.0,376.0
783,2021-02-18,1272.0,1779.0,25.15,2384.0,23749.0,5050.0,376.0
784,2021-02-19,1299.0,1782.0,27.15,2385.0,24347.0,5050.0,375.0
785,2021-02-22,1282.0,1810.0,25.75,2407.0,24748.0,5050.0,375.0
786,2021-02-23,1243.0,1806.0,26.6,2345.0,25248.0,5150.0,372.0
787,2021-02-24,1257.0,1795.0,25.7,2407.0,25949.0,5152.0,382.0
788,2021-02-25,1255.0,1780.0,24.75,2470.0,27248.0,5302.0,397.0
789,2021-02-26,1197.0,1733.0,23.45,2335.0,27549.0,5400.0,396.0
790,2021-03-01,1219.0,1741.0,28.85,2367.0,28948.0,5399.0,392.0
791,2021-03-02,1194.0,1732.0,23.4,2373.0,28952.0,5398.0,393.0
792,2021-03-03,1193.0,1714.0,27.25,2374.0,29752.0,5397.0,395.0
793,2021-03-04,1178.0,1716.0,23.0,2378.0,30151.0,5700.0,404.0
794,2021-03-05,1139.0,1700.0,25.25,2375.0,30149.0,5699.0,403.0
795,2021-03-08,1156.0,1694.0,22.25,2332.0,29752.0,5952.0,408.0
796,2021-03-09,1178.0,1722.0,24.0,2305.0,28251.0,5947.0,420.0
797,2021-03-10,1192.0,1721.0,27.0,2304.0,27452.0,6051.0,417.0
798,2021-03-11,1215.0,1731.0,25.05,2372.0,24950.0,6051.0,418.0
799,2021-03-12,1195.0,1712.0,26.65,2372.0,25048.0,6101.0,419.0
800,2021-03-15,1216.0,1729.0,27.1,2400.0,25449.0,6101.0,420.0
801,2021-03-16,1220.0,1737.0,28.0,2514.0,25948.0,6201.0,420.0
802,2021-03-17,1207.0,1736.0,23.0,2501.0,27698.0,6447.0,433.0
803,2021-03-18,1226.0,1734.0,23.0,2752.0,28699.0,6449.0,433.0
804,2021-03-19,1192.0,1742.0,23.2,2637.0,30700.0,6602.0,435.0
805,2021-03-22,1193.0,1735.0,26.65,2616.0,30952.0,6598.0,432.0
806,2021-03-23,1187.0,1731.0,25.2,2636.0,30450.0,6350.0,437.0
807,2021-03-24,1186.0,1732.0,26.3,2632.0,29652.0,6348.0,433.0
808,2021-03-25,1164.0,1739.0,26.0,2626.0,29047.0,6349.0,433.0
809,2021-03-26,1178.0,1739.0,25.05,2672.0,27400.0,6352.0,433.0
810,2021-03-29,1189.0,1720.0,22.65,2553.0,27100.0,6351.0,433.0
811,2021-03-30,1172.0,1688.0,24.1,2603.0,27097.0,6348.0,435.0
812,2021-03-31,1189.0,1690.0,21.1,2635.0,27750.0,6349.0,444.0
813,2021-04-01,1206.0,1725.0,26.65,2647.0,27750.0,6351.0,446.0
814,2021-04-06,1240.0,1742.0,25.1,2694.0,29948.0,6347.0,444.0
815,2021-04-07,1242.0,1735.0,22.9,2643.0,29950.0,6348.0,442.0
816,2021-04-08,1238.0,1758.0,27.55,2652.0,29951.0,6349.0,443.0
817,2021-04-09,1209.0,1746.0,27.1,2651.0,29248.0,6450.0,456.0
818,2021-04-12,1191.0,1742.0,26.2,2659.0,28947.0,6452.0,452.0
819,2021-04-13,1186.0,1752.0,27.4,2692.0,28952.0,6650.0,457.0
820,2021-04-14,1183.0,1740.0,25.35,2692.0,29449.0,6752.0,464.0
821,2021-04-15,1201.0,1759.0,25.8,2741.0,29700.0,6750.0,466.0
822,2021-04-16,1202.0,1779.0,26.15,2774.0,30199.0,6749.0,464.0
823,2021-04-19,1216.0,1777.0,26.8,2827.0,30201.0,6749.0,466.0
824,2021-04-20,1209.0,1779.0,23.95,2786.0,30199.0,6752.0,463.0
825,2021-04-21,1213.0,1800.0,28.4,2890.0,30202.0,6751.0,465.0
826,2021-04-22,1207.0,1790.0,26.25,2857.0,29701.0,6752.0,464.0
827,2021-04-23,1238.0,1776.0,26.85,2857.0,29902.0,6752.0,463.0
828,2021-04-26,1241.0,1783.0,25.15,2920.0,29898.0,6752.0,462.0
829,2021-04-27,1255.0,1789.0,23.4,2932.0,30052.0,6752.0,479.0
830,2021-04-28,1222.0,1777.0,23.0,2932.0,30350.0,6749.0,487.0
831,2021-04-29,1198.0,1762.0,24.85,2953.0,30802.0,6750.0,484.0
832,2021-04-30,1219.0,1771.0,27.05,2992.0,30801.0,6752.0,486.0
833,2021-05-03,1242.0,1792.0,26.85,2993.0,30951.0,6752.0,486.0
834,2021-05-04,1270.0,1801.0,24.05,2997.0,30949.0,6752.0,484.0
