,DateTime,Platinum,Gold,Silver,Palladium,Rhodium,Iridium,Ruthenium
835,2021-05-05,1227.0,1784.0,23.5,2984.0,30552.0,6747.0,499.0
836,2021-05-06,1250.0,1813.0,24.25,2956.0,30250.0,6752.0,505.0
837,2021-05-07,1267.0,1842.0,27.5,2917.0,29748.0,6748.0,502.0
838,2021-05-10,1280.0,1842.0,27.6,2986.0,28748.0,6752.0,507.0
839,2021-05-11,1229.0,1833.0,26.3,2928.0,28750.0,6749.0,543.0
840,2021-05-12,1244.0,1835.0,28.35,2946.0,29748.0,6749.0,596.0
841,2021-05-14,1230.0,1837.0,24.2,2902.0,29249.0,6751.0,743.0
842,2021-05-17,1240.0,1853.0,25.6,2906.0,28949.0,6750.0,793.0
843,2021-05-18,1219.0,1871.0,25.2,2903.0,28750.0,6751.0,846.0
844,2021-05-19,1207.0,1892.0,29.15,2871.0,28749.0,6750.0,844.0
845,2021-05-20,1210.0,1874.0,24.6,2876.0,28747.0,6749.0,895.0
846,2021-05-21,1204.0,1880.0,27.65,2815.0,27747.0,6750.0,942.0
847,2021-05-25,1196.0,1888.0,28.7,2762.0,23949.0,6650.0,943.0
848,2021-05-26,1202.0,1909.0,26.95,2760.0,22950.0,6651.0,893.0
849,2021-05-27,1181.0,1902.0,27.65,2812.0,24447.0,6551.0,895.0
850,2021-05-28,1190.0,1896.0,28.6,2820.0,26950.0,6551.0,892.0
851,2021-05-31,1197.0,1908.0,25.0,2847.0,26450.0,6547.0,896.0
852,2021-06-01,1202.0,1903.0,30.2,2852.0,25750.0,6550.0,893.0
853,2021-06-02,1198.0,1910.0,25.95,2861.0,25548.0,6552.0,892.0
854,2021-06-04,1168.0,1896.0,29.8,2837.0,23450.0,6549.0,843.0
855,2021-06-07,1179.0,1895.0,24.75,2842.0,23447.0,6550.0,846.0
856,2021-06-08,1164.0,1888.0,27.55,2799.0,22949.0,6550.0,819.0
857,2021-06-09,1170.0,1895.0,25.6,2806.0,21947.0,6551.0,819.0
858,2021-06-10,1151.0,1898.0,27.92,2772.0,22949.0,6549.0,821.0
859,2021-06-11,1162.0,1889.0,30.1,2807.0,23450.0,6249.0,817.0
860,2021-06-14,1177.0,1867.0,26.78,2768.0,25448.0,6252.0,822.0
861,2021-06-15,1165.0,1869.0,29.8,2762.0,25447.0,6250.0,795.0
862,2021-06-16,1159.0,1863.0,29.81,2809.0,25448.0,6249.0,793.0
863,2021-06-17,1102.0,1790.0,28.4,2628.0,23197.0,6248.0,792.0
864,2021-06-18,1075.0,1780.0,27.3,2561.0,21702.0,6251.0,797.0
865,2021-06-21,1037.0,1777.0,26.8,2558.0,20701.0,6247.0,796.0
866,2021-06-22,1067.0,1786.0,27.9,2575.0,20700.0,6252.0,793.0
867,2021-06-23,1085.0,1789.0,27.0,2628.0,20198.0,6248.0,797.0
868,2021-06-24,1102.0,1783.0,26.0,2639.0,19947.0,6148.0,794.0
869,2021-06-25,1112.0,1783.0,28.3,2650.0,19952.0,6151.0,796.0
870,2021-06-28,1115.0,1784.0,23.2,2679.0,20702.0,6149.0,792.0
871,2021-06-29,1082.0,1763.0,22.8,2674.0,21699.0,6151.0,796.0
872,2021-06-30,1070.0,1770.0,23.95,2726.0,21699.0,6147.0,796.0
873,2021-07-01,1098.0,1778.0,26.3,2789.0,20949.0,6150.0,793.0
874,2021-07-02,1090.0,1789.0,23.35,2782.0,19948.0,6149.0,792.0
875,2021-07-05,1113.0,1789.0,26.5,2822.0,19950.0,6152.0,794.0
876,2021-07-06,1108.0,1815.0,27.45,2844.0,19952.0,6151.0,795.0
877,2021-07-07,1097.0,1806.0,26.35,2847.0,19350.0,6148.0,797.0
878,2021-07-08,1079.0,1809.0,24.05,2826.0,18950.0,6149.0,795.0
879,2021-07-09,1097.0,1812.0,26.05,2808.0,18449.0,6147.0,793.0
880,2021-07-12,1121.0,1807.0,23.05,2852.0,19948.0,6150.0,797.0
881,2021-07-13,1118.0,1810.0,23.05,2852.0,21051.0,6149.0,795.0
882,2021-07-14,1138.0,1832.0,28.35,2832.0,21052.0,6147.0,793.0
883,2021-07-15,1140.0,1829.0,23.25,2786.0,21050.0,6149.0,796.0
884,2021-07-16,1125.0,1824.0,28.15,2659.0,20752.0,6151.0,796.0
885,2021-07-19,1093.0,1813.0,24.3,2605.0,20247.0,5951.0,793.0
886,2021-07-20,1082.0,1817.0,26.15,2622.0,20252.0,5948.0,794.0
887,2021-07-21,1079.0,1812.0,24.15,2657.0,20247.0,5948.0,795.0
888,2021-07-22,1084.0,1807.0,22.15,2688.0,20052.0,5948.0,793.0
889,2021-07-23,1058.0,1800.0,27.1,2700.0,20050.0,5947.0,792.0
890,2021-07-26,1078.0,1812.0,23.35,2702.0,20048.0,5952.0,796.0
891,2021-07-27,1062.0,1807.0,26.85,2629.0,19852.0,5847.0,792.0
892,2021-07-28,1057.0,1802.0,23.75,2612.0,19850.0,5848.0,792.0
893,2021-07-29,1078.0,1826.0,24.55,2676.0,19851.0,5849.0,795.0
894,2021-07-30,1049.0,1828.0,26.45,2664.0,19847.0,5847.0,792.0
